Protein Group#,Protein Accession #,Protein Description,GN,PSM#,Total Peptide#,Unique Peptide#,% Coverage,Ctrl1,Ctrl2,Ctrl3,Ctrl4,Ctrl5,Ctrl6,Ctrl7,Ctrl8,Ctrl9,Ctrl10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10
SJPG0107356.001,sp|A7MCY6|TBKB1_HUMAN,TANK-binding kinase 1-binding protein 1 OS=Homo sapiens OX=9606 GN=TBKBP1 PE=1 SV=1,TBKBP1,9,6,0,14.47,108992.42,106734.05,122514.65,123231.89,92105.41,107301.11,118985.93,97535.67,117999.22,88208.01,94532.46,112797.62,170443.45,147350.79,114828.64,160511.53,130657.16,108566.9,127484.93,162638.05
SJPG0118761.001,sp|P04085|PDGFA_HUMAN,Platelet-derived growth factor subunit A OS=Homo sapiens OX=9606 GN=PDGFA PE=1 SV=1,PDGFA,5,2,0,9,104192.69,89388.51,158797.29,249341.56,59622.71,186469.46,98387.92,111655.19,132765.01,93327.8,124005.36,86452.74,128469.76,88204.44,96481.12,106454.76,78954.61,111831.8,82298.49,173316.87
SJPG0106827.001,sp|Q99884|SC6A7_HUMAN,Sodium-dependent proline transporter OS=Homo sapiens OX=9606 GN=SLC6A7 PE=2 SV=2,SLC6A7,1,1,0,1.26,200220.73,217103.25,210760.2,204448.24,219832.35,195994.55,143037.35,253796.35,316014.98,304584.39,231516.55,246006.62,217474.58,222856.53,227665.23,201394.8,181435.56,224169.7,186745.94,352256.85
SJPG0103257.005,sp|Q9Y4C0|NRX3A_HUMAN,Neurexin-3 OS=Homo sapiens OX=9606 GN=NRXN3 PE=1 SV=4,NRXN3,173,45,0,30.8,1319836.05,3558945.58,2556263.36,2152965.84,1515001.56,1972824.39,1708339.66,2009105.81,2227294.54,1713350.07,1203237.5,3410322.95,3608142.72,3770068.49,2758419.52,2706263.84,2650392.59,2231739.04,2329400.84,4530780.66
SJPG0104093.001,sp|Q9P2G1|AKIB1_HUMAN,Ankyrin repeat and IBR domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKIB1 PE=1 SV=3,ANKIB1,58,29,29,33.15,810907.16,755413.8,907587.81,688629.13,765724.81,901418.19,851796.68,607474.86,851489.32,652883.34,603151.39,735426.86,986782.24,934498.11,603665.17,928022.61,765292.56,654732.04,847926.5,690228.65
SJPG0102619.001,sp|P49327|FAS_HUMAN,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,FASN,906,139,129,59.54,3838261.91,4026489.51,2656237.74,3655859.01,3583764.21,3317752.95,2513337.03,3445840.72,4136886.81,3779459.29,4657038.42,4252824.2,2721298.43,2698554,4500551.12,2784101.38,3985573.94,4123971.61,4590480.54,3445871.13
SJPG0103257.007,sp|Q9Y4C0-4|NRX3A_HUMAN,Isoform 4a of Neurexin-3 OS=Homo sapiens OX=9606 GN=NRXN3,NRXN3,179,45,0,36.64,1322684.97,3582804.21,2560664.83,2152085.31,1516497.02,1962903.56,1689077.42,2020248.91,2238000.6,1700506.31,1195815.41,3425544.24,3625147.67,3791685.15,2761443.26,2704106.78,2661502.92,2224587.52,2338735.83,4614669.22
SJPG0100337.001,sp|Q00169|PIPNA_HUMAN,Phosphatidylinositol transfer protein alpha isoform OS=Homo sapiens OX=9606 GN=PITPNA PE=1 SV=2,PITPNA,26,14,0,49.26,431061.9,612373.96,486312.86,784774.95,422888.34,748835.43,357638.24,576003.22,730090.44,794173.97,475866.66,541781.39,465775.36,476237.17,475680.28,418105.11,354361.61,561381.52,420706.75,574764.64
SJPG0109077.008,tr|B1AP13|B1AP13_HUMAN,Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=1,CD55,77,18,2,45.72,1318447.41,1696057.42,2090068.82,1838919.71,864814.15,1862439.43,1217323.62,1120041.65,1743114.14,1643113.61,559089.93,1265930.79,1485086.3,1323615.94,926726.29,1031644.62,1016367.05,1045683.28,1199831.45,1793174.86
SJPG0110816.001,sp|Q6P1X5|TAF2_HUMAN,Transcription initiation factor TFIID subunit 2 OS=Homo sapiens OX=9606 GN=TAF2 PE=1 SV=3,TAF2,1,1,1,1.42,56235.58,34250.39,36672.05,30240.41,78615.31,93014.32,37855.19,50421.18,37798.49,60859.3,49002.11,58859.2,31567.19,60772.04,59116.84,34478.57,39937.71,54439.76,58086,46765.86
SJPG0107029.001,sp|Q99758|ABCA3_HUMAN,ATP-binding cassette sub-family A member 3 OS=Homo sapiens OX=9606 GN=ABCA3 PE=1 SV=2,ABCA3,38,25,0,18.43,307264.92,289258.47,374121.25,285321.94,308254.25,288501.98,356154.14,273222.47,329092.33,266817.36,286259.53,328350.44,410487.83,361675.55,322741.29,420336.87,379072.03,326446.49,349455.41,339374.03
SJPG0104475.001,sp|Q08357|S20A2_HUMAN,Sodium-dependent phosphate transporter 2 OS=Homo sapiens OX=9606 GN=SLC20A2 PE=1 SV=1,SLC20A2,11,5,4,10.58,228197.87,295168.39,243474.24,294033.99,217077.6,289411.67,195662.86,276777.79,295767.62,335828.62,260055.48,251129.25,254203.88,241116.55,234216.58,227121.14,216552.58,285339.41,247965.69,251023.23
SJPG0125831.001,tr|Q6ZNI2|Q6ZNI2_HUMAN,Serine/threonine-protein kinase PLK OS=Homo sapiens OX=9606 PE=2 SV=1,NA,3,2,2,2.83,156487.83,125315.25,149021.34,112631.98,139458.26,152486.04,154553.65,110893.82,128824.15,110999.54,151165.08,144430.21,176599.59,149645.68,153521.99,202333,135682.54,117745.01,164760.69,147362.23
SJPG0107794.001,sp|O00391|QSOX1_HUMAN,Sulfhydryl oxidase 1 OS=Homo sapiens OX=9606 GN=QSOX1 PE=1 SV=3,QSOX1,2,2,0,2.14,68531.29,71358,96595.19,125917.27,51941.67,83122.83,70575.18,77750.52,117775.05,85005.92,100148.08,93501.63,113470.24,92388.52,82166.53,82375.94,114950.58,114115.2,79722.82,100774.61
SJPG0101044.001,sp|P49593|PPM1F_HUMAN,Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3,PPM1F,49,16,0,39.65,556346.21,745272.91,457585.69,647745.72,454960.21,553535.32,391692.37,765087.15,733880.71,684531.32,618223.11,526992.38,445908.15,446219.9,658714.66,446348.76,496376.9,693493.31,509563.49,678029.86
SJPG0110191.001,sp|Q9BYZ6|RHBT2_HUMAN,Rho-related BTB domain-containing protein 2 OS=Homo sapiens OX=9606 GN=RHOBTB2 PE=1 SV=2,RHOBTB2,5,5,0,5.91,67540.91,57222.98,78415.77,54600.97,70820,61469.39,77009.54,64770.83,68936.43,51458.23,51030.83,67809.29,106683.99,93250.7,63625.89,110701.11,68347.3,60369.85,80632.19,84795.54
SJPG0105159.001,sp|P56199|ITA1_HUMAN,Integrin alpha-1 OS=Homo sapiens OX=9606 GN=ITGA1 PE=1 SV=2,ITGA1,21,14,14,11.96,217094.82,351956.09,321318.02,638869.3,175056.71,423001.51,263387.46,305003.56,366276.79,248736.28,197594.99,274078.69,363714.51,305712.69,271456.35,291142.28,263307.58,284244.14,201766.37,386118.7
SJPG0109883.001,sp|Q9UHH9|IP6K2_HUMAN,Inositol hexakisphosphate kinase 2 OS=Homo sapiens OX=9606 GN=IP6K2 PE=1 SV=2,IP6K2,1,1,1,1.88,125468.59,208063.54,165973.18,174872.43,108038.95,144716.93,127311.21,109125.93,164103.71,156377.53,131038.31,140562.48,147480.75,112686.41,146157.7,156207.96,150966.1,116550.96,159199.73,149671.96
SJPG0105913.006,tr|H0YEM7|H0YEM7_HUMAN,Autophagy-related protein 13 (Fragment) OS=Homo sapiens OX=9606 GN=ATG13 PE=1 SV=1,ATG13,11,6,1,48.18,445540.62,412474.05,481619.14,436101.17,413998.88,365454.27,490776.01,432785.91,375766.51,402933.28,348086.04,446447.82,517358.46,480771.11,390592.85,485202.03,437852.46,401483.16,501889.12,421658.1
SJPG0122910.001,tr|Q96S04|Q96S04_HUMAN,Uncharacterized protein gs78 OS=Homo sapiens OX=9606 GN=gs78 PE=4 SV=1,gs78,1,1,1,5.47,267518.62,352399.58,429715.07,439441.51,164145.96,301678.68,195783.15,66258.8,401762.02,250272.7,173336.34,443223.59,502388.52,265115.99,297185.92,353457.15,586153.61,406945.11,297498.43,354068.47
SJPG0104515.001,sp|P50225|ST1A1_HUMAN,Sulfotransferase 1A1 OS=Homo sapiens OX=9606 GN=SULT1A1 PE=1 SV=3,SULT1A1,35,12,0,39.66,571741.42,313596.41,604903,312644.27,367021.36,354902.14,460590.95,368799.63,227484.52,412502.81,398704.49,313530.13,301701.72,321620.11,477619.62,594996.38,508241.04,297038.11,366341.76,282370.74
SJPG0106723.001,sp|P01040|CYTA_HUMAN,Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1,CSTA,1,1,1,7.14,245718.58,452209.08,329046.66,312265.01,371486.87,306071.14,194388.06,221732.56,342658.28,322647.95,300642.42,291522.71,371684.32,198634.81,230358.15,189968.02,280605.24,1049902.45,353812.09,1226888.77
SJPG0103292.001,sp|P01011|AACT_HUMAN,Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2,SERPINA3,17,8,0,19.15,152874.81,183973.22,178109.47,1188712.98,136253.54,290695.49,192475.17,229645.13,296197.29,172496.89,189487.99,225367.57,183573.97,194903.58,265976.24,159151.42,152033.68,229976.46,241618.15,278041.07
SJPG0104562.001,sp|O00422|SAP18_HUMAN,Histone deacetylase complex subunit SAP18 OS=Homo sapiens OX=9606 GN=SAP18 PE=1 SV=1,SAP18,42,16,0,80.39,941361.53,1110564.97,968236.39,853500.64,952660.2,1098031.25,887848.02,1134745.54,1092584.29,1026934.23,1798062.7,2463854.75,2571954.58,2388266.33,2641562.6,1825701.74,2202859.64,1328542.53,1487995.85,2506775.91
SJPG0141729.001,cu|HBD_F86S|snp,HBD|uc001maf.1|F86S|chr11:5255279-5255279.A_G,NA,64,4,1,60.65,1989973.9,3100610.04,4046191.18,8292411.22,2369294.04,5783437.76,1838949.11,4055341.27,4456785.08,2273001.31,1410170.57,3350354.65,2393188.79,3329737.06,3168286.52,2885531.6,1839689.95,3501635.61,4160926.05,4065359.62
SJPG0105633.001,sp|Q16644|MAPK3_HUMAN,MAP kinase-activated protein kinase 3 OS=Homo sapiens OX=9606 GN=MAPKAPK3 PE=1 SV=1,MAPKAPK3,2,2,0,5.24,146343.01,146615.18,154117.06,168176.81,144849.66,154802.85,124983.7,151097.67,182416.36,158203.7,186425.63,134967.87,119593.47,110981.15,152495.17,139682.33,123904.12,216823.35,149454.94,133777.9
SJPG0104853.001,sp|Q6ZS17|RIPR1_HUMAN,Rho family-interacting cell polarization regulator 1 OS=Homo sapiens OX=9606 GN=RIPOR1 PE=1 SV=1,RIPOR1,62,28,0,28.05,417272.6,358527.74,386924.28,344214.85,405360.66,360295.25,447446.45,318207.57,354212.13,342741.84,317609.21,359190.41,392557.37,380667.87,320005.42,414226.2,408192.16,344700.03,395871.94,301968.03
SJPG0105986.001,sp|Q9P206|K1522_HUMAN,Uncharacterized protein KIAA1522 OS=Homo sapiens OX=9606 GN=KIAA1522 PE=1 SV=2,KIAA1522,3,3,0,3.38,155449.91,158921.86,156775.08,165114.2,109198.65,137932.52,82705.02,101864.76,136384.37,114764.2,114640.52,191120.81,231562.6,224915.49,162070.23,293816.73,209181.26,174434.15,196663.39,440716.13
SJPG0100257.001,sp|P69905|HBA_HUMAN,Hemoglobin subunit alpha OS=Homo sapiens OX=9606 GN=HBA1 PE=1 SV=2,HBA1,227,11,0,84.5,11170419.14,17240693.79,23748225.22,40912844.08,13661235.27,32156588.35,10416261.62,22608670.71,26159609.43,11686628.32,7028661.63,19812384.1,12564006.28,23430100.57,18970578.91,16795068.83,10888070.94,21763860.76,24673529.5,19039912.93
SJPG0104730.001,sp|Q96KC2|ARL5B_HUMAN,ADP-ribosylation factor-like protein 5B OS=Homo sapiens OX=9606 GN=ARL5B PE=1 SV=1,ARL5B,4,1,0,6.14,168680.69,155328.79,182198.47,138061.75,163632.14,229674.91,146776.47,156130.31,134366.44,151913.41,143411.62,132705.22,118761.44,115925.82,133337.57,136212.51,120897.26,138594.37,119350.08,130903.34
SJPG0107500.001,sp|P62079|TSN5_HUMAN,Tetraspanin-5 OS=Homo sapiens OX=9606 GN=TSPAN5 PE=1 SV=1,TSPAN5,1,1,1,5.22,99382.79,115279.78,108588.19,109615.24,73483.1,128557.2,93331.83,122839.95,118157.33,103156.13,102861.15,101993.5,121933.08,129528.35,106153.74,67026.84,97442.19,101126.4,88702.49,102825.1
SJPG0111201.001,sp|Q8N944|AMER3_HUMAN,APC membrane recruitment protein 3 OS=Homo sapiens OX=9606 GN=AMER3 PE=1 SV=2,AMER3,5,4,4,6.74,77533.99,80189.63,101763.34,98076.77,75194.71,89663.16,94680.59,80605.83,103913.31,79386.39,68695.13,118991.62,192995.45,173150.67,102204.02,155908.04,104239.77,84348.03,126733.04,116839.32
SJPG0107907.001,sp|Q9UBB5|MBD2_HUMAN,Methyl-CpG-binding domain protein 2 OS=Homo sapiens OX=9606 GN=MBD2 PE=1 SV=1,MBD2,3,2,0,4.62,107471.28,93711.26,87610.26,90623.07,104369.89,111851.98,94556.1,93220.16,127006.79,107303.23,140486.86,102832.92,75150.31,94006.94,121837.89,119307.55,112257.31,117143.7,94721.32,105447.21
SJPG0111493.001,sp|Q96A70|AZIN2_HUMAN,Antizyme inhibitor 2 OS=Homo sapiens OX=9606 GN=AZIN2 PE=1 SV=1,AZIN2,1,1,0,1.52,74099.62,98975.99,118940.15,114243.14,76225.01,89294.08,73173.17,70641.79,100141.71,80938.37,124831.96,85614.91,88839.03,95165.03,99265.68,97734.19,100562.58,136673.63,128439.13,446594.78
SJPG0166744.002,cu|MAPK14_35995787_409aa_1|ribo,NA,NA,19,11,1,37.65,159317.88,158789.99,170338.83,160214.9,149399.41,160262.17,183728.36,161063.53,140539.65,132002.03,155140.23,150967.87,158997.73,144898.45,170151.59,175960.93,154164.89,142195.98,156398.94,144319.42
SJPG0109385.001,sp|O95084|PRS23_HUMAN,Serine protease 23 OS=Homo sapiens OX=9606 GN=PRSS23 PE=1 SV=1,PRSS23,63,12,0,35.77,1397974.59,1304254.61,2678653.55,4503208.87,584649.18,1208064.55,1410932.87,1555817.84,1443033.79,1989689.62,774209.66,529955.68,1202932,487795.43,497129.22,502133.12,489434.87,716717.33,636635.05,953573.84
SJPG0107493.001,sp|O75093|SLIT1_HUMAN,Slit homolog 1 protein OS=Homo sapiens OX=9606 GN=SLIT1 PE=1 SV=4,SLIT1,15,10,3,6.91,137699.35,185640.07,171952.31,204901.8,132635.75,154249.82,142497.11,146512.39,201719,169571.27,265424.46,176134.61,340682.35,208216.07,226996.98,196840.9,205187.41,219289.76,260548.56,313392.34
SJPG0102872.001,sp|Q9Y6Y8|S23IP_HUMAN,SEC23-interacting protein OS=Homo sapiens OX=9606 GN=SEC23IP PE=1 SV=1,SEC23IP,48,26,3,27,351243.14,325085.95,319481.86,313902.32,402084.62,371052.58,329649.12,361356.69,314330.11,338642.08,351253.04,310167.42,261963.3,304286.24,350580.55,287932.29,307471.12,324064.26,318255.44,329650.59
SJPG0101018.010,sp|O75410-10|TACC1_HUMAN,Isoform 10 of Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1,TACC1,43,19,0,40.98,963039.82,997317.23,815331.06,934328.73,798654.27,944218.34,812587.44,1064600.25,943828.17,874630.16,910159.43,998093.27,853155.4,787867.89,1016339.14,871596.92,844765.29,839897.81,839552.82,1051749.44
SJPG0106817.001,sp|Q8IVE3|PKHH2_HUMAN,Pleckstrin homology domain-containing family H member 2 OS=Homo sapiens OX=9606 GN=PLEKHH2 PE=1 SV=2,PLEKHH2,2,2,0,1.21,37250.65,64763.55,73506.43,67977.39,35969.63,59380.44,66971.58,58474.78,69122.55,54058.81,43523.01,65674.56,102364.64,79247.46,54512.09,55111.06,58382.56,66450.97,51832.34,83115.34
SJPG0111226.001,sp|Q7Z5J8|ANKAR_HUMAN,Ankyrin and armadillo repeat-containing protein OS=Homo sapiens OX=9606 GN=ANKAR PE=2 SV=3,ANKAR,1,1,0,0.49,77272.38,86993.37,96301.18,274109.07,55607.16,147232.5,77788.98,98074.5,181760.71,100316.34,82301.91,97526.06,95863.33,80324.35,121737.37,66941.73,60557.93,91059.28,122921.07,94479.33
SJPG0103750.001,sp|Q7KZ85|SPT6H_HUMAN,Transcription elongation factor SPT6 OS=Homo sapiens OX=9606 GN=SUPT6H PE=1 SV=2,SUPT6H,46,29,14,20.97,216472.66,208139.86,177530.25,200862.45,198016.59,212129.67,179608.77,218392.99,216431.21,206418.49,270831.2,231256.87,171038.99,199940.28,228745.87,207774.39,234482.43,214102.49,240523.64,211515.28
SJPG0100012.003,sp|P02686-3|MBP_HUMAN,Isoform 3 of Myelin basic protein OS=Homo sapiens OX=9606 GN=MBP,MBP,1540,36,0,89.84,277478328.2,157830575,229479934.7,205613791.5,161231859.2,258477004.5,181044140.4,276482983.1,113214532.7,137492112.2,265772911.1,194979704.1,148150815,95724307.4,231664418.8,121290136.7,142347572.8,180414956.8,131004689.6,166340890.7
SJPG0105451.001,sp|Q9BZR6|RTN4R_HUMAN,Reticulon-4 receptor OS=Homo sapiens OX=9606 GN=RTN4R PE=1 SV=1,RTN4R,20,9,0,27.06,148130.75,386700.9,311115.03,244801.45,174438.43,275596.26,204563.35,222693.43,321154.79,204551.42,112287.9,291854.7,346271.86,374933.36,179543.92,223435.15,181303.78,206934.53,250124.5,394194.56
SJPG0105435.001,sp|Q86UV5|UBP48_HUMAN,Ubiquitin carboxyl-terminal hydrolase 48 OS=Homo sapiens OX=9606 GN=USP48 PE=1 SV=1,USP48,37,23,0,21.64,250664.91,197649.11,237229.27,163406.02,213835.71,225585.16,231916.95,223217.01,190954.91,169763.19,283929.71,239828.76,250385.39,277770.41,267092.06,306090.02,259360.18,219248.49,269099.09,268288.11
SJPG0102455.001,sp|Q92859|NEO1_HUMAN,Neogenin OS=Homo sapiens OX=9606 GN=NEO1 PE=1 SV=2,NEO1,32,22,0,21.36,223334.37,282830.67,249402.24,326203.96,216223.24,253415.26,253579.97,249141.89,304660.91,272124,256283.79,280041.85,291205.69,264319.51,309239.25,281902.07,252094.5,257515.05,278076.85,290325.97
SJPG0104860.001,sp|Q9BXR0|TGT_HUMAN,Queuine tRNA-ribosyltransferase catalytic subunit 1 OS=Homo sapiens OX=9606 GN=QTRT1 PE=1 SV=3,QTRT1,9,7,1,22.83,220221.02,215130.19,184702.99,219789.97,195208.6,198196.27,171791.96,169221.94,193714.3,205020.95,306068.12,197144.5,159246.81,167343.46,204672.24,183591.74,248322.45,269202.15,201565.4,214331.63
SJPG0101260.001,sp|P30038|AL4A1_HUMAN,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3",ALDH4A1,151,29,0,55.42,2326457.81,1498509.77,1226744.53,3924708.81,1496216.82,1119704.46,1320005.18,1225247.73,3872551.11,3755336.24,2852971.51,1318013.13,955017.29,1144848.95,1142889.97,1078946.15,2697451.21,3992234.58,1380677.15,2768502.55
SJPG0104748.001,sp|Q92544|TM9S4_HUMAN,Transmembrane 9 superfamily member 4 OS=Homo sapiens OX=9606 GN=TM9SF4 PE=1 SV=2,TM9SF4,1,1,0,4.21,119436.42,49708.69,254137.85,226577.69,33300.66,118307.42,85559.33,203430.84,116810.11,285909.28,53763.6,52393.72,109712.82,46315.73,44702.32,30798.57,47110.82,31699.27,28644.77,92834.52
SJPG0107633.001,sp|Q13769|THOC5_HUMAN,THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2,THOC5,5,4,4,8.35,109173.94,118702.87,63779,104231.58,79881.25,87889.36,71674.7,113865.36,113818.86,101737.62,185988.34,128073.93,45873.33,66436.62,143942.53,105054.56,96109.51,111219.02,101915.71,131239.92
SJPG0107350.001,sp|O95428|PPN_HUMAN,Papilin OS=Homo sapiens OX=9606 GN=PAPLN PE=2 SV=4,PAPLN,138,41,0,44.99,1325754.01,2051416.12,1783738.14,2658903.18,1127414.38,2086197.03,1567271.57,1825615.5,2480071.72,2529395.96,2276664.31,1902389.92,2648682.32,2780707.43,1971959.77,2022260.91,2034228.65,2557897.03,1364256.48,2912230.12
SJPG0107865.001,sp|Q7Z401|MYCPP_HUMAN,C-myc promoter-binding protein OS=Homo sapiens OX=9606 GN=DENND4A PE=1 SV=2,DENND4A,14,12,0,8.11,161551.66,152753.74,168759.55,155820.71,159065.14,160734.71,194538.24,125296.82,167229.3,142312.29,162193.68,163342.12,223590.07,201577.71,165324.99,222470.73,174892.35,150249.07,199147.37,146676.47
SJPG0110659.001,sp|Q8TD84|DSCL1_HUMAN,Down syndrome cell adhesion molecule-like protein 1 OS=Homo sapiens OX=9606 GN=DSCAML1 PE=1 SV=2,DSCAML1,1,1,0,0.49,73327.46,77592.65,75328.01,82513.32,86009.02,100500.02,75542.33,70712.5,106942.22,71146.78,130263.82,115297.74,75359,100686.38,100118.87,87115.01,68388.01,95157.34,87925.1,163159.69
SJPG0106289.001,sp|Q92562|FIG4_HUMAN,Polyphosphoinositide phosphatase OS=Homo sapiens OX=9606 GN=FIG4 PE=1 SV=1,FIG4,16,12,0,14.33,265448.71,276664,241450.56,276744.94,290808.14,275113.29,297634.52,264500.77,373837.09,289560.81,326936.08,294867.8,244803.13,263627.62,306240.82,287757.78,284095.01,281211.64,296933.94,290965
SJPG0108136.001,sp|Q8TEY7|UBP33_HUMAN,Ubiquitin carboxyl-terminal hydrolase 33 OS=Homo sapiens OX=9606 GN=USP33 PE=1 SV=2,USP33,11,7,0,11.15,95622.27,102923.36,98224.97,106308.97,93934.61,102002.74,109154.53,85036.81,102078.66,87466.97,96502.05,113759.05,109643.21,110500.33,102705.74,120216.74,119225.23,105733.31,109219.43,95173.67
SJPG0102359.001,sp|Q99829|CPNE1_HUMAN,Copine-1 OS=Homo sapiens OX=9606 GN=CPNE1 PE=1 SV=1,CPNE1,56,14,0,27.19,407630.51,443120.39,378752.53,579522.8,481551.69,573527.79,276021.89,569232.61,788104.97,457223.19,460171.16,323340.43,345741.63,374512.97,418207.55,267641.61,514876.39,648453.34,245492.7,536334.6
SJPG0100012.001,sp|P02686|MBP_HUMAN,Myelin basic protein OS=Homo sapiens OX=9606 GN=MBP PE=1 SV=3,MBP,1510,34,0,55.92,278534509.7,157854212.4,230354072.8,207188770.5,160769764,257680073.7,181088206.1,279280350.8,112746715.4,137934455.5,265501973.5,196948722.4,146798795.6,94749476.04,232642319.5,120024890.7,142414750,180182647.4,130771537.1,166131343
SJPG0105250.002,sp|O94966-2|UBP19_HUMAN,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 19 OS=Homo sapiens OX=9606 GN=USP19,USP19,9,5,0,14.55,76038.37,88645.41,93363.46,94710.55,70213.79,89739.7,87216.49,85123.52,111917.55,89876.79,74009.46,99291.78,103787.38,120606.72,86699.41,85584.03,101259.04,97486.94,95641.16,92721.7
SJPG0120873.001,sp|P48775|T23O_HUMAN,"Tryptophan 2,3-dioxygenase OS=Homo sapiens OX=9606 GN=TDO2 PE=1 SV=1",TDO2,1,1,1,2.22,158625.07,237871.71,158154.3,240283.41,179937.54,192359.9,181356.17,166445.21,224874.26,184713.27,398367.11,197363.3,137554.17,104017.38,249464.15,186230.55,187417.61,235656.82,175544.75,285927.68
SJPG0139575.001,cu|FASN_V1483I|snp,FASN|uc002kdu.3|V1483I|chr17:80042792-80042792.C_T,NA,10,3,1,60.65,492835.36,453540.86,280772.49,327201.76,228013.12,300092.16,216304.49,354820.02,376302.96,312322.73,318015.61,341144.46,258659.48,232550.98,332466.13,236277.65,325260.15,347046.93,382045.94,304422.9
SJPG0107260.001,sp|Q8N3D4|EH1L1_HUMAN,EH domain-binding protein 1-like protein 1 OS=Homo sapiens OX=9606 GN=EHBP1L1 PE=1 SV=2,EHBP1L1,11,7,4,6.17,109581.84,112244.14,121133.95,151951.94,99684.96,120405.72,140147.93,103575.53,112380.65,106789.01,103772.24,100655.32,108731.8,113701.16,100951.21,147481.32,112298.31,96770.71,117780.36,84499.74
SJPG0116147.001,tr|B7ZKT9|B7ZKT9_HUMAN,KIAA1033 protein OS=Homo sapiens OX=9606 GN=KIAA1033 PE=2 SV=1,KIAA1033,86,36,1,35.09,478944.81,477476.07,419598.28,512191.49,468054.09,545758.43,389359.41,508158.54,477348.1,495245.9,644378.45,458315.8,338370.67,360117.8,497698.14,352330.03,407163.1,495558.82,411856.95,541121.19
SJPG0104153.001,sp|O94788|AL1A2_HUMAN,Retinal dehydrogenase 2 OS=Homo sapiens OX=9606 GN=ALDH1A2 PE=1 SV=3,ALDH1A2,13,3,0,4.63,681644.66,955603.32,842530.12,1120116.99,551273.32,848076.31,649242.8,1025183.36,617470.98,849353.22,552306.08,641986.71,607004.24,672526.56,681661.11,636617.84,442636.14,842141.95,748719.21,738460.07
SJPG0122336.001,sp|Q9H8U3|ZFAN3_HUMAN,AN1-type zinc finger protein 3 OS=Homo sapiens OX=9606 GN=ZFAND3 PE=1 SV=1,ZFAND3,1,1,0,5.29,70830.27,82261.82,61737.3,72557.61,137335.52,134272.43,59362.15,81251.57,54034.82,63087.19,90871.42,55825.88,53899.69,52930.93,62862.12,99392.19,47723.64,76826.11,47148.26,84827.58
SJPG0100576.001,sp|P02042|HBD_HUMAN,Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2,HBD,130,12,2,87.07,6796212.16,10891600.71,13853546.98,29189988.81,8397584.14,20416789.7,6464002.6,14143381,15439757.57,7589542.04,4733704.16,11787214.72,7667175.56,12537158.22,10880108.79,10117311.58,6473004.64,12529803.82,15050559.35,12956236.99
SJPG0104375.001,sp|P05161|ISG15_HUMAN,Ubiquitin-like protein ISG15 OS=Homo sapiens OX=9606 GN=ISG15 PE=1 SV=5,ISG15,11,4,2,23.63,394056.33,504630.53,490268.54,498290.98,465712.41,679311.2,466611.66,512738.27,1025446.85,377054.42,464287.34,474726.82,374395.33,408897.94,415652.2,380428.45,402090.4,527995.46,412913.35,462273.96
SJPG0100020.012,tr|B7Z596|B7Z596_HUMAN,Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=1,TPM1,90,17,0,39.27,2400937.51,3131582.92,2650938.71,3285366.61,1912904.57,3051798.06,2413692.7,3265778.11,2441312.74,2797734.72,1746681.95,2258597.5,2174535.54,2369921.01,2398807.19,2312412.29,1701127.38,2435501.79,2531943.98,3018935.33
